Gene,P_value,minus_log10_p
GB DEF = Beta-2 integrin alphaD subunit (ITGAD) gene; exons 25-30; and partial cds,0.0013899273003530237,2.85700791476836
CaM kinase II isoform mRNA,0.0014066256300006234,2.8518214736093515
KIAA0028 gene; partial cds,0.0014217133789084764,2.847187949671753
CD44 gene (cell surface glycoprotein CD44) extracted from Human hyaluronate receptor (CD44) gene,0.0014319509522465687,2.8440718574006976
ACYLPHOSPHATASE; ORGAN-COMMON TYPE ISOZYME,0.0014335385500590624,2.843590623713091
GB DEF = SOD-2 gene for manganese superoxide dismutase,0.001439027796571613,2.8419308170563933
GJB1 Gap junction protein; beta 1; 32kD (connexin 32; Charcot-Marie-Tooth neuropathy; X-linked),0.0014409658242912572,2.841346319323228
PROBABLE G PROTEIN-COUPLED RECEPTOR LCR1 HOMOLOG,0.0014502218981080268,2.8385655413851794
SERYL-TRNA SYNTHETASE,0.001454632444467093,2.8372467300494137
Protein kinase ATR mRNA,0.0014580513399116068,2.8362271836670425
IEF SSP 9502 mRNA,0.001466674527419268,2.83366625059325
IEF SSP 9502 mRNA,0.001466674527419268,2.83366625059325
Max gene extracted from H.sapiens max gene,0.0014699073353330171,2.8327100428178227
PCNA Proliferating cell nuclear antigen,0.001470583853257908,2.832510206812183
Zeta-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16; spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs,0.0014796317712966087,2.829846351896614
KIAA0063 gene,0.0014815333010343447,2.829288582258235
Platelet alpha SNAP mRNA,0.001481931067794816,2.8291719971479083
Platelet-endothelial tetraspan antigen 3 mRNA,0.0014846779911157975,2.8283677294080296
GB DEF = Alpha-1-antitrypsin-related protein gene; exons 3; 4 and 5,0.0014867968877324102,2.827748356671049
Cyclooxygenase-2 (hCox-2) gene,0.0014890351351489993,2.827095054550507
Cyclooxygenase-2 (hCox-2) gene,0.0014890351351489993,2.827095054550507
Tryptase-III mRNA; 3' end,0.001511558624984911,2.8205750042825875
GB DEF = Tyrosyl-tRNA synthetase mRNA,0.0015165122103381634,2.8191540885770974
Zinc finger protein C2H2-171 mRNA,0.0015283200197393958,2.8157856979495435
ACADM Acyl-Coenzyme A dehydrogenase; C-4 to C-12 straight chain,0.0015383047512989054,2.812957618568014
BMP8 Bone morphogenetic protein 8 (osteogenic protein 2),0.0015721045894618606,2.8035185644574425
Rhesus (Rh) Blood Group System Ce-Antigenl; Alt. Splice 3; Rhviii,0.0015824200725590505,2.8006782168070927
SDC4 Syndecan 4 (amphiglycan; ryudocan),0.0016040636643206263,2.794778398823397
Receptor of retinoic acid,0.0016090498879098164,2.79343049057588
VEGF Vascular endothelial growth factor,0.001613685598843734,2.792181076793626
ALDH7 Aldehyde dehydrogenase 7,0.0016171380129120646,2.791252914114387
Monocyte Chemotactic Protein 1,0.0016246671337391367,2.789235605016443
GB DEF = Type A plasminogen related gene; exon 3 and complete cds,0.001637105752753924,2.785923265393169
ZNF135 Zinc finger protein 135 (clone pHZ-17),0.0016389174119060474,2.7854429307840927
GNAI2 Guanine nucleotide binding protein (G protein); alpha inhibiting activity polypeptide 2,0.0016416672480758108,2.784714866077257
KIAA0081 gene; partial cds,0.0016480933845412508,2.7830181838755945
NADH-CYTOCHROME B5 REDUCTASE,0.0016526056358705317,2.7818307705053282
GB DEF = Transcript ch21=oligomycin sensitivity conferral protein oscp homolog [human; RF1;RF48 stomach cancer cell lines; mRNA; 262 nt],0.0016712371051066312,2.77696193063655
GB DEF = Selenium-binding protein (hSBP) mRNA,0.0016737551509540653,2.7763080734437224
RPA1 Replication protein A1 (70kD),0.0016925848034982647,2.771449562661318
Microsomal glutathione S-transferase (GST-II) mRNA,0.0017014496218253614,2.769180905391068
IRF2 Interferon regulatory factor 2,0.0017272425613920242,2.762646668989041
KIAA0166 gene,0.001730263995214048,2.7618876292886787
COL4A5 Collagen; type IV; alpha 5 (Alport syndrome),0.0017423974198695583,2.758852780688187
RBL1 Retinoblastoma-like 1 (p107),0.0017441017403465103,2.758428184551215
CMRF35 mRNA,0.0017524603381300927,2.7563518022492692
AQP1 Aquaporin 1 (channel-forming integral protein; 28kD),0.001758679290622593,2.754813350429837
AQP1 Aquaporin 1 (channel-forming integral protein; 28kD),0.001758679290622593,2.754813350429837
HOXA9 Homeo box A9,0.001781157499267692,2.749297676247827
Small GTP-binding protein mRNA,0.0017813149297229093,2.7492592921315193
Transforming growth factor-beta mRNA; clone pTGF-beta-trp114,0.001794012237196203,2.7461745989013697
ADPRT ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase),0.0018023434831622976,2.7441624394242488
Amphiregulin (AR) gene,0.0018040959417343742,2.7437403704205297
ERC-55 mRNA,0.0018144497536918755,2.7412550539150633
CD19 gene,0.001828579203937044,2.7378862236836996
KIAA0097 gene,0.0018373849424638425,2.7357998470288307
GB DEF = Telomerase reverse transcriptase (hTRT) mRNA,0.0018385481099467086,2.735525001307216
Red cell anion exchanger (EPB3; AE1; Band 3) 3' non-coding region,0.0018684145385991103,2.7285267620175224
Phosphatidylinositol 3-Kinase P110; Beta Isoform,0.0018713950977840275,2.727834512514516
Platelet-derived endothelial cell growth factor mRNA,0.0018742922927404962,2.7271626806704092
Down syndrome critical region protein (DSCR1) mRNA,0.0018757235139106525,2.726831177274792
KIAA0133 gene,0.0018807027976331426,2.7256798294075972
Opioid-Binding Cell Adhesion Molecule,0.0018828197329872113,2.725191258696356
DUAL SPECIFICITY MITOGEN-ACTIVATED PROTEIN KINASE KINASE 3,0.0018832659343279625,2.7250883493107865
IL13 receptor alpha-1 chain,0.001887690565658936,2.724069194699298
Epican; Alt. Splice 1,0.0019573147666091667,2.708339327428864
SODIUM CHANNEL PROTEIN; SKELETAL MUSCLE ALPHA-SUBUNIT,0.0019647109835192896,2.7067013269650975
EMR1 Egf-like module containing; mucin-like; hormone receptor-like sequence 1,0.0019704572172730014,2.7054329901330463
Adenosine triphosphatase; calcium,0.0019789110697852833,2.703573722099479
CAPN2 Calpain; large polypeptide L2,0.001981188539357114,2.7030741929590953
Intercrine-alpha (hIRH) mRNA,0.0020107228667188637,2.6966477830823545
GB DEF = Insulin-stimulated protein kinase 1 (ISPK-1) mRNA,0.0020470426594042775,2.6888731067508633
A-Myb (Gb:X13294),0.002048383853129028,2.688588656253284
26-kDa cell surface protein TAPA-1 mRNA,0.002068752367950508,2.6842914917745864
KIAA0212 gene,0.0020829095391890705,2.68132959106239
VIL2 Villin 2 (ezrin),0.0020850263046124245,2.6808884616130237
GB DEF = Fibromodulin,0.002093577477162182,2.6791109625103213
Diacylglycerol kinase (DAGK) mRNA,0.002104331879995476,2.6768857653337768
Calcyclin,0.0021046664104350686,2.676816730036433
GCGR Glucagon receptor,0.0021582810032788596,2.6658920118178373
DCK Deoxycytidine kinase,0.0021584583542305132,2.6658563262999833
Putative chloride channel,0.0021866903653092965,2.6602127085754272
Hunc18b2,0.0021921695510759313,2.6591258588332027
GB DEF = GPSAT=glycophorin SAT [human; peripheral bloods; mRNA Partial; 407 nt],0.0022168981211730106,2.654254264679391
Interferon-gamma induced protein (IFI 16) gene,0.0022441115073889096,2.6489555672730365
Motor protein,0.0022727280964864936,2.643452519074419
HISTONE H2A.X,0.0022853961388707767,2.641038510686281
KIAA0076 gene,0.0022947086807464804,2.6392724414447386
ORF; Xq terminal portion,0.0022967923339766443,2.6388782700575266
IEX-1,0.0023502181173125094,2.628891830175323
SLC4A1 Solute carrier family 4; anion exchanger; member 1 (erythrocyte membrane protein band 3),0.0023661141453488366,2.6259643081022643
DARC gene,0.0023811148543205567,2.623219655668361
GB DEF = Metallothionein-I-A gene; complete coding sequence,0.0023908779711661627,2.621442589422325
Short-chain alcohol dehydrogenase (XH98G2) mRNA,0.002429115335295965,2.614551864242439
Palmitoyl protein thioesterase mRNA,0.002438020507249817,2.612962645662683
CAB3b mRNA for calcium channel beta3 subunit,0.0024426244634829118,2.612143297649454
CAB3b mRNA for calcium channel beta3 subunit,0.0024426244634829118,2.612143297649454
ERCC3 DNA repair helicase ERCC3,0.0024701244260410937,2.6072811697435614
Homolog of Drosophila splicing regulator suppressor-of-white-apricot mRNA,0.0025048721375811735,2.601214438004397
GB DEF = Cystic fibrosis antigen mRNA,0.0025313623586916824,2.596645682136836
GBE1 Glucan (1;4-alpha-); branching enzyme 1 (glycogen branching enzyme; Andersen disease; glycogen storage disease type IV),0.002542746249905279,2.5946969775216893
KIAA0268 gene; partial cds,0.002546636263098101,2.5940330810317516
KIAA0039 gene; partial cds,0.0025727115329526175,2.5896089066268706
TRANSFORMATION-SENSITIVE PROTEIN IEF SSP 3521,0.0025752351097022355,2.589183115288737
TALDO Transaldolase,0.002584891917489982,2.5875576114168566
CALGRANULIN A,0.002610783753811062,2.5832290984627164
PTH2 parathyroid hormone receptor mRNA,0.002611179707586917,2.5831632379711436
GB DEF = Transducin-like enhancer protein (TLE3) mRNA,0.0026126865629048984,2.582912688307775
GB DEF = G protein-coupled receptor (GPR1) gene,0.00261830971180432,2.5819789833879656
GB DEF = CD171 protein,0.0026220524454778214,2.5813586259358545
mRNA; clone HH109 (screened by the monoclonal antibody of insulin receptor substrate-1 (IRS-1)),0.0026227258693004123,2.5812471000584245
TP53 Tumor protein p53 (Li-Fraumeni syndrome),0.0026258237814402235,2.5807344226928626
SPRR1B Small proline-rich protein 1B (cornifin),0.0026284063679266117,2.580307489300713
LAG3 Lymphocyte-activation gene 3,0.002636612672812632,2.5789536648274085
High mobility group protein (HMG-I(Y)) gene exons 1-8,0.002641197453334247,2.5781991301493745
GB DEF = Surfactant protein B mRNA,0.0027108627965452196,2.56689246257857
TYK2 Protein-tyrosine kinase tyk2 (non-receptor),0.00273145231890432,2.56360637626508
Zinc Finger Protein (Gb:X61870),0.0027564114702478227,2.5596559515251003
Spinal Muscular Atrophy 4,0.002768448161615226,2.557763604113483
Selenoprotein P,0.00278755294129978,2.5547768757299627
IL7R Interleukin 7 receptor,0.00281513628527558,2.5505005754092838
Protein tyrosine kinase related mRNA sequence,0.002864371054968186,2.5429707235544425
MANB Mannosidase alpha-B (lysosomal),0.0028651615349079467,2.5428508879229366
AHR AH-receptor,0.002880315987899432,2.5405598649236785
GB DEF = Myosin-IE,0.002883590156180245,2.540066465713289
V-ERBA RELATED PROTEIN EAR-1,0.0028910424249692867,2.538945535173041
Clone 23947 mRNA; partial cds,0.0029094710243612724,2.5361859636201394
Butyrophilin (BTF1) mRNA,0.0029137250336395168,2.53555143472372
Butyrophilin (BTF1) mRNA,0.0029137250336395168,2.53555143472372
NUCLEOBINDIN PRECURSOR,0.002946075666483383,2.5307561030079198
LMP2 gene extracted from H.sapiens genes TAP1; TAP2; LMP2; LMP7 and DOB,0.0029668523053682436,2.527704073015858
ZFP36 Zinc finger protein homologous to Zfp-36 in mouse,0.0029742974799191533,2.526615596867741
GB DEF = G protein coupled receptor OGR1 gene,0.0029939907337594974,2.5237495481089804
Hematopoietic progenitor kinase (HPK1) mRNA,0.00301537584599057,2.520658548310991
TYRP1 Tyrosinase-related protein 1,0.003021450490947127,2.5197845176440956
TYRP1 Tyrosinase-related protein 1,0.003021450490947127,2.5197845176440956
KIAA0235 gene; partial cds,0.0030254615139166216,2.5192083672398824
Tax1-binding protein TXBP151 mRNA,0.003032314130482429,2.5182258102733486
Gp25L2 protein,0.0030392206430736885,2.5172377696170156
Non-lens beta gamma-crystallin like protein (AIM1) mRNA; partial cds,0.0030623478498125137,2.513945479648908
Non-lens beta gamma-crystallin like protein (AIM1) mRNA; partial cds,0.0030623478498125137,2.513945479648908
Putative enterocyte differentiation promoting factor mRNA; partial cds,0.0030976632092347346,2.508965802303722
KIAA0102 gene,0.003099240264578451,2.5087447543396504
GB DEF = Leukemia inhibitory factor receptor mRNA; 5' untranslated region,0.0031205669029311196,2.505766501991177
PPARA Peroxisome proliferative activated receptor; alpha,0.0031219841364224705,2.505569308026224
CTSL Cathepsin L,0.0031474586252339754,2.502039970179807
Paxillin mRNA,0.0031758562088968654,2.498139169058643
Stimulator of TAR RNA binding (SRB) mRNA,0.0031994740316897623,2.4949214104017843
Transcription factor (CBFB) mRNA; 3' end,0.0032170031034614945,2.49254852013143
KAI1 Kangai 1 (suppression of tumorigenicity 6; prostate; CD82 antigen (R2 leukocyte antigen; antigen detected by monoclonal and antibody IA4)),0.0032239411649945655,2.4916128924101706
KAI1 Kangai 1 (suppression of tumorigenicity 6; prostate; CD82 antigen (R2 leukocyte antigen; antigen detected by monoclonal and antibody IA4)),0.0032239411649945655,2.4916128924101706
GB DEF = Kazal-type serine proteinase (HUSI-II) gene,0.0032736597261642615,2.484966464425979
DAGK1 Diacylglycerol kinase; alpha (80kD),0.0032761553900704315,2.4846355075680058
GB DEF = Myotubularin related protein 3 (MTMR3) gene; partial cds,0.003321424465158971,2.478675619705244
ASPARTYL-TRNA SYNTHETASE,0.00333646654477774,2.4767132255236137
EEF1D Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),0.0033681476504244198,2.472608878467207
218kD Mi-2 protein,0.003375832097641819,2.4716191618334085
DDH1 Dihydrodiol dehydrogenase,0.0033762561618903087,2.471564610187679
DDH1 Dihydrodiol dehydrogenase,0.0033762561618903087,2.471564610187679
OS-9 precurosor mRNA,0.0033826494885995507,2.4707430016366723
SM22-ALPHA HOMOLOG,0.0034509129750246634,2.4620659925900323
RYR1 gene extracted from Human ryanodine receptor mRNA,0.0034531555483144176,2.461783858298936
TNF-related apoptosis inducing ligand TRAIL mRNA,0.0034615615855487264,2.460727937336945
B94 PROTEIN,0.0034713846746056935,2.459497258180529
TCF12 Transcription factor 12 (HTF4; helix-loop-helix transcription factors 4),0.0034975932731417165,2.45623069500036
CSPG2 Chondroitin sulfate proteoglycan 2 (versican),0.0035268182136143655,2.4526169250387198
TNFR2 Tumor necrosis factor receptor 2 (75kD),0.003545684546167083,2.4502999054956986
GB DEF = MutY homolog (hMYH) gene,0.003550769959446781,2.4496774630346407
Delta-globin gene extracted from Human beta globin region on chromosome 11,0.0035546515459395846,2.4492029657057297
PGF Placental growth factor; vascular endothelial growth factor-related protein,0.0035586993678939846,2.4487086988125126
Phospholipase c delta 1 mRNA,0.0036366394290906798,2.439299756882902
NUCLEOLYSIN TIA-1,0.0036468171625272483,2.4380860100056614
GB DEF = ERV9 reverse transcriptase homolog {clone RT11} [human; multiple sclerosis; brain plaques; mRNA Partial; 84 nt],0.0036819910339529393,2.4339172733848295
Clathrin assembly protein lymphoid myeloid leukemia (CALM) mRNA,0.003706907969734232,2.4309881959323265
KIAA0148 gene,0.0037561589226468703,2.4252560410682094
APC Adenomatosis polyposis coli,0.0037578742175420404,2.4250577605690817
Major Histocompatibility Complex; Dg,0.0037684103485899883,2.423841812241945
AFFX-BioC-5_at (endogenous control),0.003801324979164735,2.4200650005297963
Canalicular multispecific organic anion transporter (cMOAT); gene,0.0038053300097558706,2.4196076739259613
CDC10 Cell division cycle 10 (homologous to CDC10 of S. cerevisiae,0.003807039249538427,2.4194126457046536
Motilin gene exon 2 (and joined CDS),0.003808456668277522,2.4192509813427563
P4HB Procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55),0.003815214403846982,2.4184810509486248
P4HB Procollagen-proline; 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase); beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55),0.003815214403846982,2.4184810509486248
Udulin 1 mRNA; 3' end,0.0038310890226881437,2.416677756235918
AFFX-HUMGAPDH/M33197_5_st (endogenous control),0.0038353215333296943,2.4161982212072246
Germline mRNA sequence,0.003891990439494347,2.4098282352279274
"Protein phosphatase 2A 74 kDa regulatory subunit (delta or B"" subunit)",0.0038974267577679684,2.4092220375236217
Prostaglandin transporter hPGT mRNA,0.003910677785043871,2.4077479656746146
PI Protease inhibitor 1 (anti-elastase); alpha-1-antitrypsin,0.00392813311186407,2.405813803785155
Rab geranylgeranyl transferase; alpha-subunit,0.003935884376977422,2.404957668161998
KIAA0200 gene,0.00394237454185022,2.4042421183285714
OAT Ornithine aminotransferase (gyrate atrophy),0.003970278479140838,2.4011790303369858
HsLIM15 mRNA for HsLim15,0.004043982613345602,2.3931907202779445
Zinc Finger Protein 20,0.004093911369079889,2.3878615638074145
LRPAP1 Low density lipoprotein-related protein-associated protein 1 (alpha-2-macroglobulin receptor-associated protein 1,0.004163107402835262,2.3805823847276817
HU-K4 mRNA,0.00417566726840234,2.3792741147121963
RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE M1 CHAIN,0.004178775219782094,2.378950989333471
Kid (kinesin-like DNA binding protein),0.004196024008894148,2.3771620355165126
Zinc Finger Protein Hzf4,0.0042029422114231675,2.3764465813085227
KIAA0143 gene; partial cds,0.004237333212260562,2.372907382929379
INTERFERON-INDUCED GUANYLATE-BINDING PROTEIN 2,0.004242815091411485,2.372345895060989
BB1,0.0042437543844892275,2.3722497596782817
GB DEF = Transcription factor TBX5,0.004290320637501209,2.3675102495649574
KIAA0225 gene; partial cds,0.004347811388083671,2.3617293042571297
PPBP Connective tissue activation peptide III,0.004364702779337361,2.3600453248538478
GB DEF = CREM=cyclic AMP-responsive element modulator beta isoform [human; mRNA; 1030 nt],0.00438121955704073,2.358404982379459
KIAA0176 gene; partial cds,0.004392477601567434,2.357290444412171
ABL gene; exon 1b and intron 1b; and putative M8604 Met protein  (M8604 Met) gene,0.004425438257092514,2.354043714070749
GB DEF = Chloride channel (putative) 2139bp,0.004455948108300648,2.351059875376946
RBQ-1 mRNA,0.004464593516396474,2.350218075772544
Zinc finger transcription factor hEZF (EZF) mRNA,0.00446912327378831,2.34977766583916
